target_id,role,fold,phi,k,n_lig,n_active,n_subsets,metric,h_raw,h_nested,h_ab,h_ba,h_nested_lower95,noise_floor,noise_ci95_low,noise_ci95_high,mde,ratio,h_perm,h_perm_alt,perm_null_q95,u_test_ref,ref_source,ref_columns,u_test_oracle,oracle_columns,u_train_oracle,u_test_of_train_selected,columns_a,columns_b,columns_train_oracle,seed_tag,run_id,method,u_test,selected_receptor_ids,pr_auc,bedroc20,roc_auc,ef1,ef5,ef10
MK14,primary,1,max,2,120,24,105,pr_auc,0.07850754557895434,-0.044344635328799425,-0.1023057637777684,0.013616493120169548,-0.20280117254162774,0.029648391988641744,-0.020708560801124064,0.08928758626104949,0.08344168372505462,-1.4956843307315888,-0.3489148238831892,0.060055686483810045,0.4274223694621435,0.4089705103669992,greedy,1DI9+1KV2,0.48747805594595356,1KV1+1KV2,0.570124875892878,0.4089705103669992,1A9U+1OUK,1BL7+1W82,1DI9+1KV2,bootstrap_seed=0,e1_smoke3,oracle,0.48747805594595356,1KV1+1KV2,0.37964300767954756,0.3837255635313613,0.76171875,2.5,2.5,1.25
MK14,primary,1,max,2,120,24,105,pr_auc,0.07850754557895434,-0.044344635328799425,-0.1023057637777684,0.013616493120169548,-0.20280117254162774,0.029648391988641744,-0.020708560801124064,0.08928758626104949,0.08344168372505462,-1.4956843307315888,-0.3489148238831892,0.060055686483810045,0.4274223694621435,0.4089705103669992,greedy,1DI9+1KV2,0.48747805594595356,1KV1+1KV2,0.570124875892878,0.4089705103669992,1A9U+1OUK,1BL7+1W82,1DI9+1KV2,bootstrap_seed=0,e1_smoke3,ref,0.4089705103669992,1DI9+1KV2,0.4089705103669992,0.426813794780823,0.7387152777777778,5.0,1.6666666666666665,1.25
MK14,primary,1,max,2,120,24,105,pr_auc,0.07850754557895434,-0.044344635328799425,-0.1023057637777684,0.013616493120169548,-0.20280117254162774,0.029648391988641744,-0.020708560801124064,0.08928758626104949,0.08344168372505462,-1.4956843307315888,-0.3489148238831892,0.060055686483810045,0.4274223694621435,0.4089705103669992,greedy,1DI9+1KV2,0.48747805594595356,1KV1+1KV2,0.570124875892878,0.4089705103669992,1A9U+1OUK,1BL7+1W82,1DI9+1KV2,bootstrap_seed=0,e1_smoke3,greedy,0.4089705103669992,1DI9+1KV2,0.4089705103669992,0.426813794780823,0.7387152777777778,5.0,1.6666666666666665,1.25
MK14,primary,1,max,2,120,24,105,pr_auc,0.07850754557895434,-0.044344635328799425,-0.1023057637777684,0.013616493120169548,-0.20280117254162774,0.029648391988641744,-0.020708560801124064,0.08928758626104949,0.08344168372505462,-1.4956843307315888,-0.3489148238831892,0.060055686483810045,0.4274223694621435,0.4089705103669992,greedy,1DI9+1KV2,0.48747805594595356,1KV1+1KV2,0.570124875892878,0.4089705103669992,1A9U+1OUK,1BL7+1W82,1DI9+1KV2,bootstrap_seed=0,e1_smoke3,single,0.3777867443659651,1DI9,0.3777867443659651,0.4066113010382992,0.7348090277777778,2.5,1.6666666666666665,1.6666666666666665
MK14,primary,1,max,2,120,24,105,pr_auc,0.07850754557895434,-0.044344635328799425,-0.1023057637777684,0.013616493120169548,-0.20280117254162774,0.029648391988641744,-0.020708560801124064,0.08928758626104949,0.08344168372505462,-1.4956843307315888,-0.3489148238831892,0.060055686483810045,0.4274223694621435,0.4089705103669992,greedy,1DI9+1KV2,0.48747805594595356,1KV1+1KV2,0.570124875892878,0.4089705103669992,1A9U+1OUK,1BL7+1W82,1DI9+1KV2,bootstrap_seed=0,e1_smoke3,train_selected,0.4089705103669992,1DI9+1KV2,0.4089705103669992,0.426813794780823,0.7387152777777778,5.0,1.6666666666666665,1.25
MK14,primary,1,max,3,120,24,455,pr_auc,0.05908723043063935,-0.04890093754662858,-0.14944652605057962,0.05164465095732246,-0.17570485297541857,0.03491346226848608,-0.05144890758815564,0.0807578575354622,0.09825956421075721,-1.4006327178490117,-0.38323122863698816,0.0170018156263535,0.4423184590676275,0.40023304426334166,greedy,1BL7+1DI9+1KV2,0.459320274693981,1BL7+1BMK+1W82,0.5582455450300366,0.40023304426334166,1KV2+1R39+1W82,1BL7+1BMK+1W82,1BL7+1DI9+1KV2,bootstrap_seed=0,e1_smoke3,oracle,0.459320274693981,1BL7+1BMK+1W82,0.3326371973112694,0.32109136937277977,0.7261284722222222,0.0,1.6666666666666665,1.6666666666666665
MK14,primary,1,max,3,120,24,455,pr_auc,0.05908723043063935,-0.04890093754662858,-0.14944652605057962,0.05164465095732246,-0.17570485297541857,0.03491346226848608,-0.05144890758815564,0.0807578575354622,0.09825956421075721,-1.4006327178490117,-0.38323122863698816,0.0170018156263535,0.4423184590676275,0.40023304426334166,greedy,1BL7+1DI9+1KV2,0.459320274693981,1BL7+1BMK+1W82,0.5582455450300366,0.40023304426334166,1KV2+1R39+1W82,1BL7+1BMK+1W82,1BL7+1DI9+1KV2,bootstrap_seed=0,e1_smoke3,ref,0.40023304426334166,1BL7+1DI9+1KV2,0.40023304426334166,0.42741553735029597,0.73046875,5.0,1.6666666666666665,1.6666666666666665
MK14,primary,1,max,3,120,24,455,pr_auc,0.05908723043063935,-0.04890093754662858,-0.14944652605057962,0.05164465095732246,-0.17570485297541857,0.03491346226848608,-0.05144890758815564,0.0807578575354622,0.09825956421075721,-1.4006327178490117,-0.38323122863698816,0.0170018156263535,0.4423184590676275,0.40023304426334166,greedy,1BL7+1DI9+1KV2,0.459320274693981,1BL7+1BMK+1W82,0.5582455450300366,0.40023304426334166,1KV2+1R39+1W82,1BL7+1BMK+1W82,1BL7+1DI9+1KV2,bootstrap_seed=0,e1_smoke3,greedy,0.40023304426334166,1BL7+1DI9+1KV2,0.40023304426334166,0.42741553735029597,0.73046875,5.0,1.6666666666666665,1.6666666666666665
MK14,primary,1,max,3,120,24,455,pr_auc,0.05908723043063935,-0.04890093754662858,-0.14944652605057962,0.05164465095732246,-0.17570485297541857,0.03491346226848608,-0.05144890758815564,0.0807578575354622,0.09825956421075721,-1.4006327178490117,-0.38323122863698816,0.0170018156263535,0.4423184590676275,0.40023304426334166,greedy,1BL7+1DI9+1KV2,0.459320274693981,1BL7+1BMK+1W82,0.5582455450300366,0.40023304426334166,1KV2+1R39+1W82,1BL7+1BMK+1W82,1BL7+1DI9+1KV2,bootstrap_seed=0,e1_smoke3,single,0.3777867443659651,1DI9,0.3777867443659651,0.4066113010382992,0.7348090277777778,2.5,1.6666666666666665,1.6666666666666665
MK14,primary,1,max,3,120,24,455,pr_auc,0.05908723043063935,-0.04890093754662858,-0.14944652605057962,0.05164465095732246,-0.17570485297541857,0.03491346226848608,-0.05144890758815564,0.0807578575354622,0.09825956421075721,-1.4006327178490117,-0.38323122863698816,0.0170018156263535,0.4423184590676275,0.40023304426334166,greedy,1BL7+1DI9+1KV2,0.459320274693981,1BL7+1BMK+1W82,0.5582455450300366,0.40023304426334166,1KV2+1R39+1W82,1BL7+1BMK+1W82,1BL7+1DI9+1KV2,bootstrap_seed=0,e1_smoke3,train_selected,0.40023304426334166,1BL7+1DI9+1KV2,0.40023304426334166,0.42741553735029597,0.73046875,5.0,1.6666666666666665,1.6666666666666665
