bedroc20,budget,coverage,ef1,ef10,ef5,eval_coverage,eval_mean_depth,eval_n,fold,jobs_used,max_depth,mean_depth,n_docked,phi,policy,pr_auc,recall1,recall10,recall5,receptor_usage,ref_pr_auc,role,stages,target_id
0.49036371148281777,600,1.0,0.0,2.5,2.5,1.0,1.0,120,4,600,1,1.0,600,min,s1_width,0.501392690384561,0.0,0.25,0.125,1,0.501392690384561,pool,width,PPARA_pool30
0.49036371148281777,1200,1.0,0.0,2.5,2.5,1.0,1.0,120,4,600,1,1.0,600,min,s1_width,0.501392690384561,0.0,0.25,0.125,1,0.501392690384561,pool,width,PPARA_pool30
0.49036371148281777,2400,1.0,0.0,2.5,2.5,1.0,1.0,120,4,600,1,1.0,600,min,s1_width,0.501392690384561,0.0,0.25,0.125,1,0.501392690384561,pool,width,PPARA_pool30
0.49036371148281777,3600,1.0,0.0,2.5,2.5,1.0,1.0,120,4,600,1,1.0,600,min,s1_width,0.501392690384561,0.0,0.25,0.125,1,0.501392690384561,pool,width,PPARA_pool30
0.49036371148281777,4800,1.0,0.0,2.5,2.5,1.0,1.0,120,4,600,1,1.0,600,min,s1_width,0.501392690384561,0.0,0.25,0.125,1,0.501392690384561,pool,width,PPARA_pool30
0.49036371148281777,600,1.0,0.0,2.5,2.5,1.0,1.0,120,4,600,1,1.0,600,min,s2_uniform,0.501392690384561,0.0,0.25,0.125,1,0.501392690384561,pool,uniform,PPARA_pool30
0.49102361877495265,1200,1.0,0.0,2.5,2.5,1.0,2.0,120,4,1200,2,2.0,600,min,s2_uniform,0.5156242237569858,0.0,0.25,0.125,2,0.501392690384561,pool,uniform,PPARA_pool30
0.4931412114138252,2400,1.0,0.0,2.5,2.5,1.0,4.0,120,4,2400,4,4.0,600,min,s2_uniform,0.5184586903262883,0.0,0.25,0.125,4,0.501392690384561,pool,uniform,PPARA_pool30
0.4280381346879668,3600,1.0,0.0,2.5,2.5,1.0,6.0,120,4,3600,6,6.0,600,min,s2_uniform,0.49451897306957,0.0,0.25,0.125,6,0.501392690384561,pool,uniform,PPARA_pool30
0.4267746132779649,4800,1.0,0.0,2.5,2.5,1.0,8.0,120,4,4800,8,8.0,600,min,s2_uniform,0.49225971330851626,0.0,0.25,0.125,8,0.501392690384561,pool,uniform,PPARA_pool30
0.49036371148281777,600,1.0,0.0,2.5,2.5,1.0,1.0,120,4,600,1,1.0,600,min,s3_top10,0.501392690384561,0.0,0.25,0.125,1,0.501392690384561,pool,primary_all|top_up,PPARA_pool30
0.427191311995051,1200,1.0,0.0,2.5,2.5,1.0,2.6666666666666665,120,4,1200,11,2.0,600,min,s3_top10,0.48113379336482814,0.0,0.25,0.125,11,0.501392690384561,pool,primary_all|top_up,PPARA_pool30
0.38987042862607146,2400,1.0,0.0,2.5,1.6666666666666665,1.0,5.833333333333333,120,4,2340,30,3.9,600,min,s3_top10,0.4732964917775266,0.0,0.25,0.08333333333333333,30,0.501392690384561,pool,primary_all|top_up,PPARA_pool30
0.38987042862607146,3600,1.0,0.0,2.5,1.6666666666666665,1.0,5.833333333333333,120,4,2340,30,3.9,600,min,s3_top10,0.4732964917775266,0.0,0.25,0.08333333333333333,30,0.501392690384561,pool,primary_all|top_up,PPARA_pool30
0.38987042862607146,4800,1.0,0.0,2.5,1.6666666666666665,1.0,5.833333333333333,120,4,2340,30,3.9,600,min,s3_top10,0.4732964917775266,0.0,0.25,0.08333333333333333,30,0.501392690384561,pool,primary_all|top_up,PPARA_pool30
0.49036371148281777,600,1.0,0.0,2.5,2.5,1.0,1.0,120,4,600,1,1.0,600,min,s3_top25,0.501392690384561,0.0,0.25,0.125,1,0.501392690384561,pool,primary_all|top_up,PPARA_pool30
0.4966708123700244,1200,1.0,0.0,2.9166666666666665,2.5,1.0,2.2333333333333334,120,4,1200,5,2.0,600,min,s3_top25,0.509285867750355,0.0,0.2916666666666667,0.125,5,0.501392690384561,pool,primary_all|top_up,PPARA_pool30
0.4264697738831752,2400,1.0,0.0,2.5,2.5,1.0,4.7,120,4,2400,13,4.0,600,min,s3_top25,0.4802050914292934,0.0,0.25,0.125,13,0.501392690384561,pool,primary_all|top_up,PPARA_pool30
0.3659647910220946,3600,1.0,0.0,2.0833333333333335,1.6666666666666665,1.0,7.166666666666667,120,4,3600,21,6.0,600,min,s3_top25,0.4651399073717719,0.0,0.20833333333333334,0.08333333333333333,21,0.501392690384561,pool,primary_all|top_up,PPARA_pool30
0.36222893695211944,4800,1.0,0.0,2.0833333333333335,1.6666666666666665,1.0,9.633333333333333,120,4,4800,29,8.0,600,min,s3_top25,0.45991137033545454,0.0,0.20833333333333334,0.08333333333333333,29,0.501392690384561,pool,primary_all|top_up,PPARA_pool30
