target_id,role,phi,policy,budget,n_folds,pr_auc_mean,pr_auc_std,delta_mean,delta_worst_fold,positive_folds,bedroc20_mean,recall5_mean,coverage_mean,eval_coverage_mean,eval_mean_depth_mean,jobs_used_mean
EGFR,secondary,min,s4_scaffold25,600,5,0.3475212287720214,0.06551620621478953,0.03828186965105128,0.012269009294733846,5,0.37772632720054355,0.09999999999999999,0.7809999999999999,0.7816666666666666,1.2844625437140684,600.0
EGFR,secondary,min,s4_scaffold25,1200,5,0.3264984785457239,0.06624669823707983,0.017259119424753732,-0.006839032424718838,4,0.32877612019631075,0.08333333333333333,0.7809999999999999,0.7816666666666666,2.5781478196671643,1200.0
EGFR,secondary,min,s4_scaffold25,2400,5,0.32381552197656405,0.06747990655756143,0.014576162855593877,-0.009323791443971885,4,0.32185820490032924,0.08333333333333333,0.7809999999999999,0.7816666666666666,4.293052634525788,1994.6
EGFR,secondary,min,s4_scaffold25,3600,5,0.32381552197656405,0.06747990655756143,0.014576162855593877,-0.009323791443971885,4,0.32185820490032924,0.08333333333333333,0.7809999999999999,0.7816666666666666,4.293052634525788,1994.6
EGFR,secondary,min,s4_scaffold25,4800,5,0.32381552197656405,0.06747990655756143,0.014576162855593877,-0.009323791443971885,4,0.32185820490032924,0.08333333333333333,0.7809999999999999,0.7816666666666666,4.293052634525788,1994.6
EGFR,secondary,min,s4_scaffold50,600,5,0.34160844473459206,0.06389774288207085,0.03236908561362194,0.004354567617789296,5,0.3748521693308769,0.09999999999999999,0.7906666666666666,0.7966666666666666,1.268691045796309,600.0
EGFR,secondary,min,s4_scaffold50,1200,5,0.3185379490009175,0.05994472412949397,0.009298589879947305,-0.013360770000934497,3,0.34157483813300954,0.08333333333333333,0.8280000000000001,0.8383333333333333,2.3982429241619534,1200.0
EGFR,secondary,min,s4_scaffold50,2400,5,0.2924699950859052,0.05072500654664053,-0.016769364035064925,-0.029324262861059713,0,0.2759936738012454,0.058333333333333334,0.8280000000000001,0.8383333333333333,4.7942759097479595,2400.0
EGFR,secondary,min,s4_scaffold50,3600,5,0.2910499190958967,0.05118250197449323,-0.018189440025073424,-0.029324262861059713,0,0.27463883992214966,0.058333333333333334,0.8280000000000001,0.8383333333333333,6.9881992698507505,3498.4
EGFR,secondary,min,s4_scaffold50,4800,5,0.2910499190958967,0.05118250197449323,-0.018189440025073424,-0.029324262861059713,0,0.27463883992214966,0.058333333333333334,0.8280000000000001,0.8383333333333333,6.995966260142012,3503.8
EGFR,secondary,min,s5_score_oracle,600,5,0.28240423888419863,0.04693365546541127,-0.0268351202367715,-0.0474232221698081,0,0.2719220593811271,0.058333333333333334,1.0,1.0,1.0,600.0
EGFR,secondary,min,s5_score_oracle,1200,5,0.28240423888419863,0.04693365546541127,-0.0268351202367715,-0.0474232221698081,0,0.2719220593811271,0.058333333333333334,1.0,1.0,2.0,1200.0
EGFR,secondary,min,s5_score_oracle,2400,5,0.28240423888419863,0.04693365546541127,-0.0268351202367715,-0.0474232221698081,0,0.2719220593811271,0.058333333333333334,1.0,1.0,4.0,2400.0
EGFR,secondary,min,s5_score_oracle,3600,5,0.28240423888419863,0.04693365546541127,-0.0268351202367715,-0.0474232221698081,0,0.2719220593811271,0.058333333333333334,1.0,1.0,6.0,3600.0
EGFR,secondary,min,s5_score_oracle,4800,5,0.28240423888419863,0.04693365546541127,-0.0268351202367715,-0.0474232221698081,0,0.2719220593811271,0.058333333333333334,1.0,1.0,8.0,4800.0
ESR1,primary,mean,s1_width,600,5,0.6908985070634616,0.07877730178779059,0.0,0.0,0,0.8367093126992108,0.225,1.0,1.0,1.0,600.0
ESR1,primary,mean,s1_width,1200,5,0.6908985070634616,0.07877730178779059,0.0,0.0,0,0.8367093126992108,0.225,1.0,1.0,1.0,600.0
ESR1,primary,mean,s1_width,2400,5,0.6908985070634616,0.07877730178779059,0.0,0.0,0,0.8367093126992108,0.225,1.0,1.0,1.0,600.0
